Head,Relation,Tail,Context
Rennert,recoger,el testimonio contemporáneo aparece,"Rennert y, después de él, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, fue la presencia de Juan Araña, el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Juan Araña tenía cerca de ochenta años""."
Juan Araña,tener,años,"Rennert y, después de él, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, fue la presencia de Juan Araña, el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Juan Araña tenía cerca de ochenta años""."
Duque de Montalto,solicitar a,un escrito Duque fechado,"En un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, el Duque de Montalto solicitaba al grefier que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: Que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor Cosme Pérez, con motivo del fallecimiento de Francisca María Pérez, hasta la muerte de Cosme Pérez ""por ser viejo y hallarse pobre""."
Su Majestad,mandar mediante,un real decreto fechado,"En un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, el Duque de Montalto solicitaba al grefier que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: Que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor Cosme Pérez, con motivo del fallecimiento de Francisca María Pérez, hasta la muerte de Cosme Pérez ""por ser viejo y hallarse pobre""."
Cosme Pérez,ceder a,su día,"En un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, el Duque de Montalto solicitaba al grefier que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: Que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor Cosme Pérez, con motivo del fallecimiento de Francisca María Pérez, hasta la muerte de Cosme Pérez ""por ser viejo y hallarse pobre""."
Cosme Pérez,ceder a,su hija,"En un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, el Duque de Montalto solicitaba al grefier que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: Que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor Cosme Pérez, con motivo del fallecimiento de Francisca María Pérez, hasta la muerte de Cosme Pérez ""por ser viejo y hallarse pobre""."
Cosme Pérez,acudir a,Palacio,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,acudir a,el martes Santo,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,acudir a,Cotarelo,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,acudir a,representación Cofradía,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Mateo Godoy,recoger en,los libros cuentas Cofradía,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,tener,la avanzada edad Cosme,"De esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a la avanzada edad de Cosme Pérez."
Cosme Pérez,tener,problemas movilidad,"De esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a la avanzada edad de Cosme Pérez."
Cosme Pérez,firmar en,el primero testamentos,El 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de Cosme Pérez se conservan.
Cosme Pérez,firmar en,Madrid,El 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de Cosme Pérez se conservan.
Cosme Pérez,firmar en,El 13 junio,El 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de Cosme Pérez se conservan.
Cosme Pérez,pedir,otras estipulaciones referidas,"Entre otras estipulaciones referidas a las habituales peticiones de misas por el alma de Cosme Pérez y detalles sobre sus honras fúnebres, Cosme Pérez pedía ser enterrado en el Convento de la Santísima Trinidad de Madrid, en la misma sepultura en que estaba enterrada su hija Francisca María Pérez."
Cosme Pérez,entregar,200 dcs,"Asimismo, Cosme Pérez entregaba 200 dcs. a su sobrina María de Diego, que vivía en Tudela de Duero, 50 dcs. a su sobrino Francisco de Diego, que vivía en la villa de Olivares, y 200 dcs."
Antonio de Escamilla,deber a,un vestido,En el testamento se hace referencia a 10 dcs. que Antonio de Escamilla le debía a Cosme Pérez por un vestido que le había vendido.
Antonio de Escamilla,deber a,Cosme Pérez,En el testamento se hace referencia a 10 dcs. que Antonio de Escamilla le debía a Cosme Pérez por un vestido que le había vendido.
A. de la Granja,observar,la posibilidad estuviera,"A. de la Granja, al publicar el testamento de Cosme Pérez, observó la posibilidad de que el origen de Cosme Pérez estuviera en Tudela del Duero, circunstancia que, como referimos en la introducción de esta entrada, han confirmado investigaciones posteriores."
Cosme Pérez,acudir a,Palacio,"Igual que en el año anterior, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,acudir a,el año anterior,"Igual que en el año anterior, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Reina,entregar,el donativo,La Reina entregó el donativo para la Cofradía de Nuestra Señora de la Novena.
Reina,entregar,Cofradía de Nuestra Señora de la Novena,La Reina entregó el donativo para la Cofradía de Nuestra Señora de la Novena.
Cosme Pérez,acudir a,Palacio,"Como en los dos años anteriores, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,acudir a,los años anteriores,"Como en los dos años anteriores, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,recibir,el donativo rs entregado,"Cosme Pérez recibió el donativo de 150 rs. entregado por la Reina para la Cofradía de Nuestra Señora de la Novena, y esta vez los silleros que llevaron a Cosme Pérez a Palacio recibieron 14 rs."
Cosme Pérez,salir en,un carro triunfal,"En este año —y no en 1668 o en 1670 como aventuró Cotarelo— Cosme Pérez, cuando ya estaba retirado, salió en un carro triunfal para actuar en el entremés de El triunfo de Juan Rana, representado junto con la comedia Fieras afemina amor, de Calderón de la Barca, el 29 de enero de 1672 en el Salón Dorado del Buen Retiro."
Cosme Pérez,salir en,este año,"En este año —y no en 1668 o en 1670 como aventuró Cotarelo— Cosme Pérez, cuando ya estaba retirado, salió en un carro triunfal para actuar en el entremés de El triunfo de Juan Rana, representado junto con la comedia Fieras afemina amor, de Calderón de la Barca, el 29 de enero de 1672 en el Salón Dorado del Buen Retiro."
Agustín Manuel,figurar,los actores,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Manuela,ver de,hombre,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Bernarda Manuela,cantar en,el sainete,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Cosme Pérez,morir,el 20 abril,"Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Cosme Pérez,morir,calle de Cantarranas,"Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Cosme Pérez,enterrar en,Convento de Trinitarios de Madrid,"Cosme Pérez fue enterrado en el Convento de Trinitarios de Madrid, y al margen de la partida de defunción de Cosme Pérez, con fecha del 29 de noviembre, se anotaba que se había cumplido su voluntad en lo tocante a las misas por su alma."
