Head,Relation,Tail,Context
Cotarelo,recoger,el testimonio contemporáneo aparece relataba,"Rennert y, después de Rennert, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, la presencia de Juan Araña [sic], el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Cosme Pérez tenía cerca de ochenta años""; en un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, Se solicitaba a Cosme Pérez que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, Volviera a ser disfrutada por dicho actor, con motivo del fallecimiento de Francisca María Pérez, El texto proporcionado no contiene referencias ambiguas que requieran sustitución."
Rennert,recoger,el testimonio contemporáneo aparece relataba,"Rennert y, después de Rennert, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, la presencia de Juan Araña [sic], el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Cosme Pérez tenía cerca de ochenta años""; en un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, Se solicitaba a Cosme Pérez que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, Volviera a ser disfrutada por dicho actor, con motivo del fallecimiento de Francisca María Pérez, El texto proporcionado no contiene referencias ambiguas que requieran sustitución."
Cosme Pérez,tener cerca,años,"Rennert y, después de Rennert, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, la presencia de Juan Araña [sic], el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Cosme Pérez tenía cerca de ochenta años""; en un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, Se solicitaba a Cosme Pérez que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, Volviera a ser disfrutada por dicho actor, con motivo del fallecimiento de Francisca María Pérez, El texto proporcionado no contiene referencias ambiguas que requieran sustitución."
Su Majestad,mandar mediante,un real decreto fechado,"Rennert y, después de Rennert, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, la presencia de Juan Araña [sic], el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Cosme Pérez tenía cerca de ochenta años""; en un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, Se solicitaba a Cosme Pérez que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, Volviera a ser disfrutada por dicho actor, con motivo del fallecimiento de Francisca María Pérez, El texto proporcionado no contiene referencias ambiguas que requieran sustitución."
Cosme Pérez,ceder a,su hija,"Rennert y, después de Rennert, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, la presencia de Juan Araña [sic], el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Cosme Pérez tenía cerca de ochenta años""; en un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, Se solicitaba a Cosme Pérez que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, Volviera a ser disfrutada por dicho actor, con motivo del fallecimiento de Francisca María Pérez, El texto proporcionado no contiene referencias ambiguas que requieran sustitución."
Cosme Pérez,ceder a,su día,"Rennert y, después de Rennert, Cotarelo recogieron el testimonio contemporáneo que aparece en las Memorias de Lady Fanshawe, quien relataba que el 5 de enero de este año, ""entre las varias diversiones que hemos tenido estas Pascuas, la presencia de Juan Araña [sic], el famoso representante, que trabajó aquí durante dos horas, con admiración de todos los que vieron a Juan Araña, considerando que Cosme Pérez tenía cerca de ochenta años""; en un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, Se solicitaba a Cosme Pérez que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, Volviera a ser disfrutada por dicho actor, con motivo del fallecimiento de Francisca María Pérez, El texto proporcionado no contiene referencias ambiguas que requieran sustitución."
Cosme Pérez,acudir a,Cotarelo,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián,  
Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,acudir a,el martes Santo,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián,  
Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,acudir a,Palacio,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián,  
Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,acudir a,representación Cofradía,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián,  
Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,recibir de,un donativo rs.,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián,  
Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,recibir de,Reina,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián,  
Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Mateo Godoy,recoger en,los libros cuentas Cofradía,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián,  
Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,tener,problemas movilidad,"En éstos figuran también los 16 rs. entregados por la Cofradía ""a los silleros que llevaron a Cosme Pérez a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad— ; Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,tener,su avanzada edad—,"En éstos figuran también los 16 rs. entregados por la Cofradía ""a los silleros que llevaron a Cosme Pérez a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad— ; Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,recibir de,un donativo rs. recogió,"En éstos figuran también los 16 rs. entregados por la Cofradía ""a los silleros que llevaron a Cosme Pérez a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad— ; Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,recibir de,Reina,"En éstos figuran también los 16 rs. entregados por la Cofradía ""a los silleros que llevaron a Cosme Pérez a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad— ; Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Mateo Godoy,recoger en,los libros cuentas Cofradía,"En éstos figuran también los 16 rs. entregados por la Cofradía ""a los silleros que llevaron a Cosme Pérez a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad— ; Cosme Pérez recibió de la Reina un donativo de 150 rs., que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,tener,problemas movilidad,"En éstos figuran también los 16 rs. entregados por la Cofradía ""a los silleros que llevaron a Cosme Pérez a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad—"
Cosme Pérez,tener,su avanzada edad,"En éstos figuran también los 16 rs. entregados por la Cofradía ""a los silleros que llevaron a Cosme Pérez a Palacio para la demanda"" —de esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a su avanzada edad—"
Cosme Pérez,firmar en,Madrid,; El 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de Cosme Pérez se conservan.
Cosme Pérez,firmar en,el primero testamentos,; El 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de Cosme Pérez se conservan.
Cosme Pérez,firmar en,El 13 junio,; El 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de Cosme Pérez se conservan.
Cosme Pérez,declarar,el testamento,"En el testamento, Cosme Pérez declaraba que era vecino de esta ciudad, que vivía en ""casas propias en la calle de Cantarranas, Parroquia de San Sebastián"",   que compartía de mala gana con Justo de Lazárraga, y que Cosme Pérez se hallaba ""con algunos achaques, aunque no le obligan a estar en cama""."
Cosme Pérez,hallar,algunos achaques,"En el testamento, Cosme Pérez declaraba que era vecino de esta ciudad, que vivía en ""casas propias en la calle de Cantarranas, Parroquia de San Sebastián"",   que compartía de mala gana con Justo de Lazárraga, y que Cosme Pérez se hallaba ""con algunos achaques, aunque no le obligan a estar en cama""."
Cosme Pérez,pedir,otras estipulaciones referidas,"Entre otras estipulaciones referidas a las habituales peticiones de misas por el alma de Cosme Pérez y detalles sobre las honras fúnebres de Cosme Pérez, Cosme Pérez pedía ser enterrado en el Convento de la Santísima Trinidad de Madrid, en la misma sepultura en que estaba enterrada la hija de Cosme Pérez, Francisca María Pérez."
Antonio de Escamilla,deber a,Cosme Pérez,En el testamento se hace referencia a 10 dcs. que Antonio de Escamilla le debía a Cosme Pérez por un vestido que le había vendido.
Antonio de Escamilla,deber a,un vestido,En el testamento se hace referencia a 10 dcs. que Antonio de Escamilla le debía a Cosme Pérez por un vestido que le había vendido.
Cosme Pérez,acudir a,el año anterior,"Igual que en el año anterior, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,acudir a,Palacio,"Igual que en el año anterior, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,recibir,el donativo rs entregado,"Cosme Pérez recibió el donativo de 150 rs. entregado por la Reina para la Cofradía de Nuestra Señora de la Novena, y esta vez los silleros que llevaron a Cosme Pérez a Palacio recibieron 13 rs."
Cosme Pérez,acudir a,los años anteriores,"Como en los dos años anteriores, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,acudir a,Palacio,"Como en los dos años anteriores, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs."
Cosme Pérez,asistir a,el cabildo Cofradía,Cosme Pérez asistió al cabildo de la Cofradía de Nuestra Señora de la Novena celebrado el 2 de marzo.
Cosme Pérez,firmar,Madrid,"El 9 de julio, en Madrid, Cosme Pérez firmó un nuevo testamento que invalidaba el anterior de 1666."
Cosme Pérez,firmar,El 9 julio,"El 9 de julio, en Madrid, Cosme Pérez firmó un nuevo testamento que invalidaba el anterior de 1666."
Cosme Pérez,firmar,un nuevo testamento,"El 9 de julio, en Madrid, Cosme Pérez firmó un nuevo testamento que invalidaba el anterior de 1666."
Cosme Pérez,tener en,el oratorio casa,Y un pabellón de brocado que Cosme Pérez tenía en el oratorio de su casa.
Cosme Pérez,enviar,150 dcs,"A su sobrina María de Diego y a su sobrino Francisco de Diego, ya mencionados en el testamento anterior, Cosme Pérez les enviaba 150 dcs. y 30 dcs. de vellón, respectivamente."
Cosme Pérez,enviar,su sobrina mencionados,"A su sobrina María de Diego y a su sobrino Francisco de Diego, ya mencionados en el testamento anterior, Cosme Pérez les enviaba 150 dcs. y 30 dcs. de vellón, respectivamente."
Cosme Pérez,pagar,el sobrante,"Y, con el sobrante, Cosme Pérez pagaría nuevas misas y limosnas para su alma y la de su hija y familiares."
Cosme Pérez,pagar,su alma,"Y, con el sobrante, Cosme Pérez pagaría nuevas misas y limosnas para su alma y la de su hija y familiares."
Cosme Pérez,pagar,nuevas misas,"Y, con el sobrante, Cosme Pérez pagaría nuevas misas y limosnas para su alma y la de su hija y familiares."
Cosme Pérez,salir en,un carro triunfal,"y entre los cuales figura una libranza, fechada el 13 de enero de 1672, para el pago de diversas mercaderías destinadas al actor Juan Rana; En este año —y no en 1668 o en 1670 como aventuró Cotarelo— Cosme Pérez, cuando ya estaba retirado, salió en un carro triunfal para actuar en el entremés de El triunfo de Juan Rana, representado junto con la comedia Fieras afemina amor, de Calderón de la Barca, el 29 de enero de 1672 en el Salón Dorado del Buen Retiro."
Cosme Pérez,salir en,este año,"y entre los cuales figura una libranza, fechada el 13 de enero de 1672, para el pago de diversas mercaderías destinadas al actor Juan Rana; En este año —y no en 1668 o en 1670 como aventuró Cotarelo— Cosme Pérez, cuando ya estaba retirado, salió en un carro triunfal para actuar en el entremés de El triunfo de Juan Rana, representado junto con la comedia Fieras afemina amor, de Calderón de la Barca, el 29 de enero de 1672 en el Salón Dorado del Buen Retiro."
Agustín Manuel,figurar,los actores,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, Antonio de Escamilla actúa en el entremés y en el fin de fiesta, Mariana Romero actúa en el fin de fiesta."
Antonio de Escamilla,actuar en,el entremés,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, Antonio de Escamilla actúa en el entremés y en el fin de fiesta, Mariana Romero actúa en el fin de fiesta."
Mariana Romero,actuar en,el fin fiesta,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, Antonio de Escamilla actúa en el entremés y en el fin de fiesta, Mariana Romero actúa en el fin de fiesta."
María de Quiñones,actuar en,el fin fiesta,"María de Quiñones, Antonia del Pozo actúa en el fin de fiesta."
Josefa López,actuar en,el fin fiesta,Josefa López actúa en el fin de fiesta.
Sebastiana Fernández,hacer,el papel Calíope,Sebastiana Fernández hace el papel de Calíope y actúa en el fin de fiesta.
Micaela Fernández,actuar en,el fin fiesta,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Manuela Escamilla,hacer,el papel bobo,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Manuela Escamilla,ver de,hombre,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Manuela Escamilla,actuar en,el fin fiesta,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Mariana de Borja,actuar en,el fin fiesta,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Mariana de Borja,cantar en,el sainete,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Bernarda Manuela,cantar en,el sainete,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Jacinta,actuar en,el fin fiesta,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Cosme Pérez,morir,calle de Cantarranas,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Cosme Pérez,morir,el 20 abril,"Micaela Fernández actúa en el fin de fiesta, Manuela Escamilla hace el papel de bobo, Manuela Escamilla se viste de hombre y Manuela Escamilla actúa en el fin de fiesta, Mariana de Borja actúa en el fin de fiesta y Mariana de Borja canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], haciendo el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, Jacinta actúa en el fin de fiesta, y Alonso de Olmedo, ""hace el papel de Hércules""; Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Cosme Pérez,enterrar en,Convento de Trinitarios de Madrid,"Cosme Pérez fue enterrado en el Convento de Trinitarios de Madrid, y al margen de la partida de defunción de Cosme Pérez, con fecha del 29 de noviembre, se anotaba que se había cumplido la voluntad de Cosme Pérez en lo tocante a las misas por su alma."
Cosme Pérez,morir en,Madrid,"Según la Genealogía, la muerte de Cosme Pérez se hacía constar en la Carta de Difuntos de la Cofradía de Nuestra Señora de la Novena de este año, donde se anotaba que Cosme Pérez murió en Madrid."
