Head,Relation,Tail,Context
Cosme Pérez,ceder a,su día,"En un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, el Duque de Montalto solicitaba al grefier que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: Que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor Cosme Pérez, con motivo del fallecimiento de Francisca María Pérez, hasta la muerte de Cosme Pérez ""por ser viejo y hallarse pobre""."
Cosme Pérez,ceder a,su hija,"En un escrito del Duque de Montalto dirigido al grefier, fechado en Madrid el 3 de junio, el Duque de Montalto solicitaba al grefier que cumpliera lo que Su Majestad había mandado mediante un real decreto fechado el 31 de mayo: Que la ración ordinaria que se había concedido al representante Cosme Pérez y que en su día Cosme Pérez cedió a su hija, Francisca María Pérez, volviera a ser disfrutada por dicho actor Cosme Pérez, con motivo del fallecimiento de Francisca María Pérez, hasta la muerte de Cosme Pérez ""por ser viejo y hallarse pobre""."
Cosme Pérez,acudir a,Palacio,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs."
Cosme Pérez,acudir a,Cofradía de Nuestra Señora de la Novena,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs."
Cosme Pérez,acudir a,"el martes Santo [21 de abril],","Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs."
Cosme Pérez,acudir a,Cotarelo,"Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs."
Cosme Pérez,acudir a,", la limosna","Según Cotarelo, el martes Santo [21 de abril], Cosme Pérez acudió a Palacio en representación de la Cofradía de Nuestra Señora de la Novena para recoger, como era habitual en estas fechas, la limosna para la capilla que los actores tenían en la madrileña iglesia de San Sebastián, recibiendo Cosme Pérez de la Reina un donativo de 150 rs."
Mateo Godoy,recoger en,los libros,", que Mateo Godoy recogió en los libros de cuentas de la Cofradía."
Cosme Pérez,tener,debido a la avanzada edad,"De esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a la avanzada edad de Cosme Pérez."
Cosme Pérez,tener,problemas,"De esta circunstancia se ha deducido, a partir de Cotarelo, que por aquel entonces Cosme Pérez ya tendría problemas de movilidad debido a la avanzada edad de Cosme Pérez."
Cosme Pérez,firmar en,El 13 de junio,El 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de Cosme Pérez se conservan.
Cosme Pérez,firmar en,Madrid,El 13 de junio Cosme Pérez firmó en Madrid el primero de los dos testamentos que de Cosme Pérez se conservan.
Cosme Pérez,pedir,otras estipulaciones referidas a las habituales peticiones de misas por el alma de Cosme Pérez y detalles sobre sus honras fúnebres,"Entre otras estipulaciones referidas a las habituales peticiones de misas por el alma de Cosme Pérez y detalles sobre sus honras fúnebres, Cosme Pérez pedía ser enterrado en el Convento de la Santísima Trinidad de Madrid, en la misma sepultura en que estaba enterrada su hija Francisca María Pérez."
Cosme Pérez,entregar,200 dcs,"Asimismo, Cosme Pérez entregaba 200 dcs."
Antonio de Escamilla,deber a,un vestido,que Antonio de Escamilla le debía a Cosme Pérez por un vestido que le había vendido.
Antonio de Escamilla,deber a,Cosme Pérez,que Antonio de Escamilla le debía a Cosme Pérez por un vestido que le había vendido.
A. de la Granja,observar,la posibilidad,"A. de la Granja, al publicar el testamento de Cosme Pérez, observó la posibilidad de que el origen de Cosme Pérez estuviera en Tudela del Duero, circunstancia que, como referimos en la introducción de esta entrada, han confirmado investigaciones posteriores."
Cosme Pérez,acudir a,Palacio,"Igual que en el año anterior, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs.  
"
Cosme Pérez,acudir a,el año anterior,"Igual que en el año anterior, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs.  
"
Cosme Pérez,acudir a,Como en los dos años anteriores,"Como en los dos años anteriores, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs.  
"
Cosme Pérez,acudir a,Palacio,"Como en los dos años anteriores, Cosme Pérez acudió a Palacio para recibir el donativo de 150 rs.  
"
Cosme Pérez,recibir,el donativo,Cosme Pérez recibió el donativo de 150 rs.
Agustín Manuel,figurar,],"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Agustín Manuel,figurar,los actores,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Bernarda Manuela,figurar,],"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Bernarda Manuela,figurar,los actores,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Manuela de Bustamante,figurar,],"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Manuela de Bustamante,figurar,los actores,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Mariana,actuar en,el fin,"Entre los actores que representaron esa comedia figuran Agustín Manuel, [Antonio de] Escamilla, que actúa en el entremés y en el fin de fiesta, Mariana Romero, María de Quiñones, Antonia del Pozo, que actúa en el fin de fiesta, Josefa López, que actúa en el fin de fiesta, Sebastiana [Fernández], que hace el papel de Calíope y actúa en el fin de fiesta, Micaela [Fernández], que actúa en el fin de fiesta, Manuela [de] Escamilla, que hace el papel de bobo, se viste de hombre y actúa en el fin de fiesta, Mariana [de] Borja, que actúa en el fin de fiesta y canta en el sainete, Bernarda Manuela [o Manuela Bernarda 'la Grifona'], que hace el papel de Venus, Manuela de Bustamante, Jacinta —actriz que no hemos podido identificar—, que actúa en el fin de fiesta, y Alonso de Olmedo, que hace el papel de Hércules."
Cosme Pérez,morir,calle de Cantarranas,"Cosme Pérez murió el 20 de abril en la ""calle de Cantarranas, casas propias"", según se hacía constar en la partida de defunción de Cosme Pérez, donde se indica que ""Recibió los Santos Sacramentos […] Deja 3.400 misas""."
Cosme Pérez,enterrar en,", y al margen de la partida","Cosme Pérez fue enterrado en el Convento de Trinitarios de Madrid, y al margen de la partida de defunción de Cosme Pérez, con fecha del 29 de noviembre, se anotaba que se había cumplido su voluntad en lo tocante a las misas por su alma."
Cosme Pérez,enterrar en,Convento de Trinitarios de Madrid,"Cosme Pérez fue enterrado en el Convento de Trinitarios de Madrid, y al margen de la partida de defunción de Cosme Pérez, con fecha del 29 de noviembre, se anotaba que se había cumplido su voluntad en lo tocante a las misas por su alma."
